breadth,stop_atr,target_atr,hold,trades_train,return_train,win_train,pf_train,dd_train,final_train,trades_oos,return_oos,win_oos,pf_oos,dd_oos,final_oos
0.42,1.25,4.0,7,24,0.20872490989762582,0.625,3.2258548554519217,-0.030954511698394402,120872490.98976257,38,0.2584211311806881,0.5263157894736842,2.3891446753626093,-0.051979129437123316,125842113.11806881
0.46,1.25,4.0,7,24,0.20872490989762582,0.625,3.2258548554519217,-0.030954511698394402,120872490.98976257,35,0.2720821059224847,0.5714285714285714,2.721753932556311,-0.055223270194006226,127208210.59224847
0.42,1.75,4.0,10,23,0.19808738852504315,0.6521739130434783,3.2767952937174596,-0.025026668731294104,119808738.85250431,29,0.1636677074662567,0.6206896551724138,2.40498464191114,-0.047786346134091856,116366770.74662568
0.46,1.75,4.0,10,23,0.19808738852504315,0.6521739130434783,3.2767952937174596,-0.025026668731294104,119808738.85250431,27,0.1763579170962568,0.6666666666666666,2.6990077815067304,-0.047786346134091856,117635791.70962568
0.42,1.75,4.0,7,24,0.179218070433379,0.6666666666666666,3.186627110855241,-0.02642813415433643,117921807.04333791,34,0.20168153837803748,0.6176470588235294,2.4608361030751533,-0.047786346134091856,120168153.83780375
0.46,1.75,4.0,7,24,0.179218070433379,0.6666666666666666,3.186627110855241,-0.02642813415433643,117921807.04333791,32,0.23398294555446886,0.6875,2.9426908605232747,-0.047786346134091856,123398294.55544688
0.5,1.75,3.5,7,24,0.16082233229862197,0.7083333333333334,3.187710013475011,-0.02646170774847698,116082233.2298622,33,0.1480291162937435,0.6060606060606061,2.1020063734917556,-0.047786346134091856,114802911.62937434
0.5,1.5,4.0,7,24,0.1973349528925965,0.6666666666666666,3.1640342394766696,-0.030563065817665897,119733495.28925966,33,0.24999272656816007,0.6363636363636364,2.720893168626547,-0.04879651518398158,124999272.656816
0.5,2.0,4.0,7,23,0.14925360254800113,0.6956521739130435,3.1788612489979267,-0.023492609430081475,114925360.25480011,32,0.15500723593925447,0.6875,2.3467012161958585,-0.04051245748473347,115500723.59392545
0.5,1.25,2.5,7,25,0.16177359517550283,0.68,3.0707463245878808,-0.02940949214355926,116177359.51755029,44,0.16600868591229823,0.5681818181818182,1.861168359720552,-0.05148353112232914,116600868.59122983
0.5,1.25,3.0,7,24,0.1639719487333049,0.6666666666666666,3.0757736556257456,-0.02935309713932993,116397194.87333049,41,0.15779843637969648,0.5365853658536586,1.7830907714018989,-0.06915608932938087,115779843.63796964
0.42,2.0,3.0,12,23,0.14084068301898012,0.7391304347826086,3.1176420807942784,-0.023456435552857455,114084068.30189802,34,0.2113290950175457,0.6764705882352942,2.903726126262736,-0.04051245748473347,121132909.50175457
